anime,oseba,vloga
22297,8076,Producer
22297,12167,Director
22297,6016,Sound Director
34577,735,Main
34577,672,Main
34577,86,Main
34577,11641,Main
34577,6686,Main
34577,36667,Main
34577,21517,Main
34577,90,Main
34577,2,Supporting
34577,672,Supporting
34577,51841,Producer
34577,32969,Director
34577,33967,Sound Director
34577,38963,Episode Director
223,557,Main
223,354,Main
223,75,Main
223,670,Main
223,326,Main
223,354,Supporting
223,572,Supporting
223,571,Supporting
223,571,Supporting
223,7578,Supporting
223,12109,Producer
223,40989,Director
223,32055,Episode Director
223,6823,Episode Director
15583,158,Main
15583,6996,Main
15583,8956,Main
15583,8806,Main
15583,10989,Main
15583,126,Supporting
15583,54,Supporting
15583,12759,Supporting
15583,160,Supporting
15583,11742,Supporting
15583,8143,Director
15583,8110,Sound Director
15583,40366,Episode Director
15583,27775,Episode Director
20787,5250,Main
20787,672,Main
20787,11661,Main
20787,28,Main
20787,113,Supporting
20787,10981,Supporting
20787,6686,Supporting
20787,12961,Supporting
20787,428,Supporting
20787,10765,Supporting
20787,38764,Producer
20787,11507,Director
20787,35729,Sound Director
20787,28575,Episode Director
2251,205,Main
2251,173,Main
2251,107,Main
2251,63,Main
2251,283,Main
2251,278,Main
2251,111,Main
2251,160,Main
2251,149,Main
2251,239,Main
2251,203,Producer
2251,661,Producer
2251,6671,Director
2251,6016,Sound Director
22043,167,Main
22043,92,Main
22043,513,Main
22043,4,Main
22043,8,Main
22043,6560,Main
22043,28,Main
22043,31,Supporting
22043,20,Supporting
22043,87,Supporting
22043,8743,Director
22043,30689,Sound Director
22043,42541,Episode Director
22043,38420,Episode Director
30015,10765,Main
30015,819,Main
30015,26063,Main
30015,890,Main
30015,33995,Main
30015,1762,Main
30015,16,Supporting
30015,28921,Supporting
30015,99,Supporting
30015,348,Supporting
30015,40849,Director
30015,30689,Sound Director
30015,50397,Storyboard
30015,5252,Theme Song Performance
37430,47918,Main
37430,5250,Supporting
37430,21543,Supporting
37430,25437,Supporting
37430,25167,Supporting
37430,1489,Supporting
37430,34615,Supporting
37430,7695,Supporting
37430,17635,Supporting
37430,79,Supporting
37430,11444,Director
37430,8074,Sound Director
37430,26635,Episode Director
37430,11284,Episode Director
23847,7695,Main
23847,869,Main
23847,11184,Main
23847,11622,Supporting
23847,141,Supporting
23847,10071,Supporting
23847,6686,Supporting
23847,257,Supporting
23847,206,Supporting
23847,31,Supporting
23847,10140,Director
23847,6549,Sound Director
23847,869,Theme Song Performance
23847,11184,Theme Song Performance
889,144,Main
889,87,Main
889,450,Main
889,125,Main
889,571,Supporting
889,437,Supporting
889,6,Supporting
889,1816,Supporting
889,6224,Supporting
889,11658,Supporting
889,51842,Producer
889,8947,Director
889,5088,Episode Director
889,38857,Episode Director
32935,15919,Main
32935,20156,Main
32935,270,Supporting
32935,87,Supporting
32935,1764,Supporting
32935,513,Supporting
32935,1762,Supporting
32935,88,Supporting
32935,15743,Supporting
32935,21157,Supporting
32935,49895,Producer
32935,18823,Director
32935,7469,Sound Director
32935,46498,Episode Director
37349,34209,Main
37349,10981,Main
37349,885,Supporting
37349,11184,Supporting
37349,13639,Supporting
37349,7263,Supporting
37349,54,Supporting
37349,2,Supporting
37349,513,Supporting
37349,11817,Supporting
37349,33185,Director
37349,39175,Episode Director
37349,6785,Episode Director
37349,2471,Script
16592,7263,Main
16592,5902,Main
16592,287,Main
16592,144,Supporting
16592,1482,Supporting
16592,99,Supporting
16592,17,Supporting
16592,344,Supporting
16592,97,Supporting
16592,61,Supporting
16592,6909,Director
16592,1602,Script
16592,6929,Script
16592,38800,Script
14345,18401,Main
14345,11359,Main
14345,99,Supporting
14345,243,Supporting
14345,513,Supporting
14345,1122,Supporting
14345,109,Supporting
14345,7263,Supporting
14345,629,Supporting
14345,9677,Supporting
14345,18421,Director
14345,8110,Sound Director
14345,38339,Episode Director
14345,37018,Episode Director
36511,16635,Main
36511,16635,Main
36511,11622,Main
36511,20156,Main
36511,39938,Main
36511,33995,Main
36511,8,Supporting
36511,21517,Supporting
36511,79,Supporting
36511,65,Supporting
36511,40406,Director
36511,37396,Sound Director
36511,37395,Script
36511,48115,Theme Song Performance
17895,28,Main
17895,17635,Main
17895,10765,Main
17895,20156,Main
17895,6560,Supporting
17895,12714,Supporting
17895,17091,Supporting
17895,41,Supporting
17895,829,Supporting
17895,211,Supporting
17895,6831,Director
17895,8074,Sound Director
17895,41455,Episode Director
17895,38061,Episode Director
23289,270,Main
23289,27395,Main
23289,99,Main
23289,513,Main
23289,31,Main
23289,1154,Main
23289,1762,Main
23289,245,Supporting
23289,13,Supporting
23289,65,Supporting
23289,15249,Director
23289,40554,Director
23289,5326,Sound Director
23289,7420,Episode Director
20899,357,Main
20899,212,Main
20899,183,Main
20899,12524,Main
20899,720,Main
20899,160,Supporting
20899,174,Supporting
20899,243,Supporting
20899,429,Supporting
20899,276,Supporting
20899,40476,Producer
20899,15107,Director
20899,31545,Director
20899,6016,Sound Director
38671,25437,Main
38671,46066,Main
38671,6686,Main
38671,48944,Main
38671,26705,Main
38671,123,Main
38671,5,Main
38671,65,Supporting
38671,591,Supporting
38671,10929,Supporting
38671,15805,Director
38671,8074,Sound Director
38671,8584,Episode Director
38671,48078,Episode Director
37520,48245,Main
37520,21485,Main
37520,81,Supporting
37520,37562,Supporting
37520,25935,Supporting
37520,146,Supporting
37520,338,Supporting
37520,300,Supporting
37520,47620,Supporting
37520,5655,Director
37520,39686,Sound Director
37520,5406,Episode Director
37520,9541,Episode Director
2966,70,Main
2966,86,Main
2966,31,Supporting
2966,78,Supporting
2966,337,Supporting
2966,804,Supporting
2966,800,Supporting
2966,936,Supporting
2966,262,Supporting
2966,87,Supporting
2966,472,Producer
2966,6738,Director
2966,19327,Sound Director
2966,12494,Episode Director
6045,40,Main
6045,87,Main
6045,513,Main
6045,407,Main
6045,99,Main
6045,1154,Supporting
6045,4,Supporting
6045,6982,Supporting
6045,98,Supporting
6045,40365,Producer
6045,10716,Producer
6045,8461,Director
6045,39384,Sound Director
934,31,Main
934,27,Main
934,3,Main
934,3,Main
934,30,Main
934,29,Main
934,121,Supporting
934,831,Supporting
934,34,Supporting
934,212,Supporting
934,6831,Director
934,936,Sound Director
934,7538,Script
934,11605,Script
10165,8805,Main
10165,261,Main
10165,56,Main
10165,581,Main
10165,12144,Main
10165,8806,Main
10165,6268,Supporting
10165,212,Supporting
10165,409,Supporting
10165,9149,Supporting
10165,38027,Assistant Producer
10165,5055,Director
10165,7194,Sound Director
10165,7498,Episode Director
35073,245,Main
35073,12016,Main
35073,14441,Supporting
35073,9973,Supporting
35073,255,Supporting
35073,102,Supporting
35073,594,Supporting
35073,21543,Supporting
35073,11787,Supporting
35073,10071,Supporting
35073,40519,Director
35073,37118,Sound Director
35073,40544,Script
35073,5812,Storyboard
4654,991,Main
4654,885,Main
4654,241,Supporting
4654,270,Supporting
4654,124,Supporting
4654,5250,Supporting
4654,580,Supporting
4654,93,Supporting
4654,756,Supporting
4654,196,Supporting
4654,16559,Producer
4654,42211,Producer
4654,42213,Producer
4654,10384,Director
27775,21517,Main
27775,11510,Main
27775,12652,Supporting
27775,380,Supporting
27775,14441,Supporting
27775,144,Supporting
27775,591,Supporting
27775,11641,Supporting
27775,14519,Supporting
27775,245,Supporting
27775,48090,Producer
27775,19775,Director
27775,37045,Sound Director
27775,49292,Episode Director
18115,890,Main
18115,672,Main
18115,10217,Main
18115,212,Supporting
18115,1762,Supporting
18115,819,Supporting
18115,79,Supporting
18115,185,Supporting
18115,167,Supporting
18115,11817,Supporting
18115,38368,Producer
18115,8187,Director
18115,7469,Sound Director
18115,46728,Episode Director
36474,11817,Main
36474,10989,Main
36474,10765,Main
36474,890,Supporting
36474,99,Supporting
36474,762,Supporting
36474,6996,Supporting
36474,95,Supporting
36474,10217,Supporting
36474,5250,Supporting
36474,42211,Producer
36474,7190,Director
36474,6016,Sound Director
36474,42430,Episode Director
11887,99,Main
11887,599,Main
11887,279,Main
11887,8555,Main
11887,494,Main
11887,63,Supporting
11887,7489,Supporting
11887,93,Supporting
11887,63,Supporting
11887,434,Supporting
11887,19347,Producer
11887,6753,Director
11887,9265,Director
11887,8834,Sound Director
37521,338,Main
37521,24875,Main
37521,819,Main
37521,146,Supporting
37521,10273,Supporting
37521,184,Supporting
37521,25,Supporting
37521,926,Supporting
37521,50408,Producer
37521,42800,Director
37521,30689,Sound Director
37521,9464,Episode Director
24439,278,Main
24439,113,Main
24439,123,Main
24439,34,Supporting
24439,8,Supporting
24439,8,Supporting
24439,1469,Supporting
24439,33995,Supporting
24439,112,Supporting
24439,128,Supporting
24439,12664,Director
24439,23577,Episode Director
24439,35741,Script
24439,13677,Storyboard
13125,54,Main
13125,185,Main
13125,13967,Main
13125,672,Main
13125,110,Main
13125,87,Supporting
13125,125,Supporting
13125,362,Supporting
13125,1052,Supporting
13125,148,Supporting
13125,38368,Producer
13125,10936,Director
13125,6549,Sound Director
13125,46971,Episode Director
35062,17215,Main
35062,12615,Main
35062,1764,Supporting
35062,54,Supporting
35062,87,Supporting
35062,15919,Supporting
35062,67,Supporting
35062,428,Supporting
35062,869,Supporting
35062,92,Supporting
35062,26409,Director
35062,30689,Sound Director
35062,45356,Episode Director
35062,50398,Episode Director
457,216,Main
457,924,Supporting
457,58,Supporting
457,155,Supporting
457,155,Supporting
457,9509,Supporting
457,6445,Supporting
457,407,Supporting
457,90,Supporting
457,706,Supporting
457,203,Producer
457,52814,Producer
457,4346,Director
457,6080,Sound Director
26055,357,Main
26055,212,Main
26055,160,Main
26055,183,Main
26055,247,Main
26055,207,Main
26055,720,Main
26055,174,Supporting
26055,746,Supporting
26055,243,Supporting
26055,15107,Director
26055,31545,Director
26055,6016,Sound Director
26055,39644,Episode Director
11759,7337,Main
11759,672,Main
11759,599,Main
11759,186,Main
11759,5250,Supporting
11759,54,Supporting
11759,5,Supporting
11759,13,Supporting
11759,149,Supporting
11759,17,Supporting
11759,42213,Producer
11759,14217,Director
11759,7194,Sound Director
11759,27147,Episode Director
31933,212,Main
31933,6,Main
31933,1154,Main
31933,79,Main
31933,133,Main
31933,672,Main
31933,357,Supporting
31933,12013,Supporting
31933,40,Supporting
31933,911,Supporting
31933,15107,Director
31933,39644,Director
31933,11845,Director
31933,6016,Sound Director
19,286,Main
19,174,Main
19,40,Main
19,234,Supporting
19,450,Supporting
19,571,Supporting
19,15,Supporting
19,598,Supporting
19,6730,Supporting
19,1672,Supporting
19,8170,Producer
19,6758,Producer
19,11507,Director
19,17849,Sound Director
28907,16135,Main
28907,95,Main
28907,11184,Main
28907,890,Main
28907,8555,Main
28907,13639,Supporting
28907,723,Supporting
28907,7263,Supporting
28907,17213,Supporting
28907,20156,Supporting
28907,42213,Producer
28907,19840,Director
28907,42112,Director
28907,30337,Sound Director
14467,591,Main
14467,87,Main
14467,212,Main
14467,10071,Main
14467,2,Main
14467,86,Supporting
14467,65,Supporting
14467,28,Supporting
14467,672,Supporting
14467,79,Supporting
14467,17035,Producer
14467,10132,Director
14467,10435,Director
14467,9856,Director
40591,45025,Main
40591,43279,Main
40591,41328,Main
40591,17635,Main
40591,21543,Supporting
40591,48122,Supporting
40591,160,Supporting
40591,47097,Supporting
40591,1538,Supporting
40591,26543,Supporting
40591,16583,Director
40591,8074,Sound Director
40591,47809,Episode Director
40591,14217,Episode Director
28701,13,Main
28701,116,Main
28701,1,Main
28701,95,Main
28701,16,Main
28701,117,Supporting
28701,91,Supporting
28701,96,Supporting
28701,87,Supporting
28701,100,Supporting
28701,14031,Producer
28701,8076,Producer
28701,12167,Director
28701,6016,Sound Director
28623,25167,Main
28623,12018,Main
28623,655,Supporting
28623,12017,Supporting
28623,13639,Supporting
28623,41331,Supporting
28623,65,Supporting
28623,5607,Supporting
28623,15743,Supporting
28623,672,Supporting
28623,40365,Producer
28623,41166,Producer
28623,5088,Director
28623,42800,Director
11843,2,Main
11843,5,Main
11843,88,Main
11843,7263,Supporting
11843,6686,Supporting
11843,1154,Supporting
11843,87,Supporting
11843,17,Supporting
11843,25,Supporting
11843,823,Supporting
11843,5152,Director
11843,16067,Episode Director
