anime,oseba,vloga
57,30337,Sound Director
31163,26063,Main
31163,212,Main
31163,513,Supporting
31163,29651,Supporting
31163,17,Supporting
31163,294,Supporting
31163,40652,Supporting
31163,40,Supporting
31163,21971,Supporting
31163,11817,Supporting
31163,7268,Director
31163,8074,Sound Director
31163,10927,Episode Director
31163,31571,Episode Director
21327,21517,Main
21327,28889,Main
21327,12041,Supporting
21327,5626,Supporting
21327,31,Supporting
21327,186,Supporting
21327,820,Supporting
21327,28105,Supporting
21327,25435,Supporting
21327,7383,Supporting
21327,28891,Director
21327,42077,Episode Director
21327,17299,Script
21327,38773,Script
39017,34951,Main
39017,65,Main
39017,207,Supporting
39017,14441,Supporting
39017,1673,Supporting
39017,371,Supporting
39017,45590,Supporting
39017,2307,Director
39017,65,Theme Song Performance
39017,2483,Original Creator
39017,6736,Series Composition
10163,890,Main
10163,1764,Main
10163,11269,Main
10163,79,Supporting
10163,211,Supporting
10163,400,Supporting
10163,167,Supporting
10163,89,Supporting
10163,25,Supporting
10163,7262,Supporting
10163,21611,Producer
10163,7217,Director
10163,30337,Sound Director
10163,39270,Episode Director
12291,12041,Main
12291,270,Main
12291,184,Main
12291,51,Main
12291,186,Main
12291,170,Supporting
12291,11659,Supporting
12291,289,Supporting
12291,556,Supporting
12291,56,Supporting
12291,11426,Director
12291,6016,Sound Director
12291,40366,Episode Director
12291,16209,Episode Director
9379,7489,Main
9379,52,Main
9379,9593,Main
9379,88,Main
9379,32,Supporting
9379,885,Supporting
9379,12721,Supporting
9379,197,Supporting
9379,279,Supporting
9379,185,Supporting
9379,41928,Producer
9379,20883,Assistant Producer
9379,12328,Director
9379,8834,Sound Director
39534,287,Main
39534,34951,Main
39534,37562,Main
39534,41187,Supporting
39534,287,Supporting
39534,591,Supporting
39534,38176,Supporting
39534,50226,Supporting
39534,11030,Supporting
39534,33995,Supporting
39534,17913,Director
39534,48509,Script
39534,39399,Script
39534,34951,Theme Song Performance
38186,17629,Main
38186,10929,Main
38186,48122,Main
38186,39149,Main
38186,39674,Main
38186,15743,Main
38186,19884,Supporting
38186,28,Supporting
38186,35441,Supporting
38186,41328,Supporting
38186,42213,Producer
38186,6180,Director
38186,6549,Sound Director
38186,14607,Episode Director
10721,12554,Main
10721,12588,Main
10721,1762,Main
10721,12480,Main
10721,1166,Supporting
10721,1762,Supporting
10721,12480,Supporting
10721,12554,Supporting
10721,28,Supporting
10721,599,Supporting
10721,5082,Director
10721,13707,Director
10721,35729,Sound Director
10721,6459,Episode Director
861,92,Main
861,86,Main
861,123,Main
861,93,Main
861,375,Supporting
861,375,Supporting
861,1118,Supporting
861,712,Supporting
861,148,Supporting
861,203,Producer
861,49435,Producer
861,9552,Director
861,33967,Sound Director
32379,13553,Main
32379,13551,Main
32379,579,Main
32379,356,Main
32379,79,Supporting
32379,61,Supporting
32379,146,Supporting
32379,672,Supporting
32379,7288,Supporting
32379,7263,Supporting
32379,5652,Director
32379,6016,Sound Director
32379,14637,Theme Song Performance
32379,42741,Theme Song Lyrics
20689,15743,Main
20689,98,Main
20689,118,Supporting
20689,52,Supporting
20689,86,Supporting
20689,149,Supporting
20689,1154,Supporting
20689,413,Supporting
20689,555,Supporting
20689,12711,Supporting
20689,6909,Director
20689,14707,Director
20689,51635,Episode Director
20689,10294,Script
32189,7263,Main
32189,287,Main
32189,61,Main
32189,18401,Main
32189,6,Main
32189,144,Supporting
32189,345,Supporting
32189,24,Supporting
32189,6909,Director
32189,42541,Director
32189,51635,Episode Director
32189,6333,Script
10490,81,Main
10490,74,Supporting
10490,86,Supporting
10490,207,Supporting
10490,735,Supporting
10490,207,Supporting
10490,63,Supporting
10490,991,Supporting
10490,77,Supporting
10490,5721,Supporting
10490,9552,Director
10490,6016,Sound Director
10490,47418,Episode Director
10490,34547,Episode Director
24405,12238,Main
24405,513,Main
24405,672,Main
24405,21243,Main
24405,8,Supporting
24405,6663,Supporting
24405,10989,Supporting
24405,112,Supporting
24405,20156,Supporting
24405,205,Supporting
24405,8366,Director
24405,47645,Director
24405,40537,Episode Director
24405,51363,Episode Director
31764,270,Main
31764,11297,Main
31764,16135,Main
31764,820,Main
31764,20795,Main
31764,22275,Main
31764,10065,Supporting
31764,34785,Supporting
31764,86,Supporting
31764,13643,Supporting
31764,42213,Producer
31764,31581,Director
31764,6016,Sound Director
31764,42800,Episode Director
8086,86,Main
8086,823,Main
8086,212,Main
8086,79,Supporting
8086,95,Supporting
8086,935,Supporting
8086,2,Supporting
8086,229,Supporting
8086,123,Supporting
8086,10472,Supporting
8086,7561,Director
8086,6016,Sound Director
8086,19775,Episode Director
8086,33197,Episode Director
11933,762,Main
11933,7695,Main
11933,272,Supporting
11933,11844,Supporting
11933,10981,Supporting
11933,184,Supporting
11933,207,Supporting
11933,380,Supporting
11933,12041,Supporting
11933,79,Supporting
11933,15573,Director
11933,6549,Sound Director
11933,42800,Episode Director
11933,28891,Episode Director
3002,687,Main
3002,19992,Supporting
3002,1566,Supporting
3002,284,Supporting
3002,477,Supporting
3002,338,Supporting
3002,5407,Supporting
3002,1141,Supporting
3002,412,Supporting
3002,131,Supporting
3002,6498,Director
3002,9513,Episode Director
3002,9133,Episode Director
3002,22045,Episode Director
1559,1,Main
1559,71,Main
1559,718,Supporting
1559,40,Supporting
1559,237,Supporting
1559,346,Supporting
1559,518,Supporting
1559,357,Supporting
1559,394,Supporting
1559,24,Supporting
1559,203,Producer
1559,661,Producer
1559,7502,Director
1559,39961,Sound Director
41389,34951,Main
41389,30853,Main
41389,21515,Supporting
41389,14441,Supporting
41389,43279,Supporting
41389,28575,Director
41389,6549,Sound Director
41389,34951,Theme Song Performance
41389,51901,Theme Song Performance
31173,869,Main
31173,15743,Main
31173,270,Main
31173,78,Main
31173,34209,Main
31173,407,Supporting
31173,17,Supporting
31173,86,Supporting
31173,428,Supporting
31173,600,Supporting
31173,6518,Director
31173,33967,Sound Director
31173,30323,Episode Director
31173,891,Script
25681,792,Main
25681,11359,Main
25681,270,Supporting
25681,440,Supporting
25681,95,Supporting
25681,95,Supporting
25681,17,Supporting
25681,28,Supporting
25681,98,Supporting
25681,20060,Supporting
25681,5640,Director
25681,39022,Episode Director
25681,48843,Episode Director
25681,891,Script
17513,112,Main
17513,97,Main
17513,156,Main
17513,183,Main
17513,206,Main
17513,20,Main
17513,23919,Main
17513,547,Supporting
17513,7429,Supporting
17513,9789,Supporting
17513,16401,Director
17513,40146,Episode Director
17513,14607,Storyboard
17513,112,Theme Song Performance
7769,93,Main
7769,88,Main
7769,762,Main
7769,599,Supporting
7769,171,Supporting
7769,672,Supporting
7769,124,Supporting
7769,186,Supporting
7769,28,Supporting
7769,341,Supporting
7769,6180,Director
7769,8074,Sound Director
7769,38121,Episode Director
7769,19607,Episode Director
21085,11787,Main
21085,26705,Main
21085,16453,Supporting
21085,8,Supporting
21085,92,Supporting
21085,19641,Supporting
21085,40,Supporting
21085,26543,Supporting
21085,10765,Supporting
21085,21245,Supporting
21085,9552,Director
21085,6016,Sound Director
21085,42034,Episode Director
21085,2076,Script
13655,1365,Main
13655,112,Main
13655,12243,Main
13655,1132,Main
13655,8950,Main
13655,28,Main
13655,549,Main
13655,96,Main
13655,6997,Main
13655,6506,Main
13655,11066,Director
13655,6549,Sound Director
13655,42034,Episode Director
13655,19607,Episode Director
15085,344,Main
15085,167,Main
15085,245,Main
15085,196,Main
15085,17,Main
15085,78,Main
15085,9876,Main
15085,7385,Supporting
15085,11640,Supporting
15085,12039,Supporting
15085,28655,Producer
15085,41495,Producer
15085,12683,Director
15085,35787,Sound Director
6211,539,Main
6211,428,Main
6211,1016,Main
6211,142,Supporting
6211,8809,Supporting
6211,195,Supporting
6211,98,Supporting
6211,599,Supporting
6211,5186,Supporting
6211,54,Supporting
6211,10927,Director
6211,6080,Sound Director
6211,18003,Episode Director
6211,35935,Episode Director
1530,28,Main
1530,27,Main
1530,273,Main
1530,2,Main
1530,275,Main
1530,274,Main
1530,71,Supporting
1530,170,Supporting
1530,13,Supporting
1530,8085,Producer
1530,38029,Producer
1530,5055,Director
1530,7194,Sound Director
22663,20156,Main
22663,6686,Main
22663,6996,Main
22663,9673,Supporting
22663,10981,Supporting
22663,1760,Supporting
22663,34,Supporting
22663,13639,Supporting
22663,36141,Supporting
22663,98,Supporting
22663,6186,Director
22663,6686,Theme Song Performance
22663,13639,Theme Song Performance
22663,6996,Theme Song Performance
68,24,Main
68,207,Main
68,63,Main
68,140,Main
68,144,Supporting
68,22,Supporting
68,795,Supporting
68,207,Supporting
68,195,Supporting
68,79,Supporting
68,203,Producer
68,661,Producer
68,5652,Director
68,16749,Sound Director
73,1,Main
73,3,Main
73,140,Main
73,176,Supporting
73,22,Supporting
73,1414,Supporting
73,92,Supporting
73,337,Supporting
73,146,Supporting
73,87,Supporting
73,8085,Producer
73,6771,Director
73,7194,Sound Director
73,8129,Episode Director
16918,1762,Main
16918,12588,Main
16918,14163,Supporting
16918,823,Supporting
16918,16453,Supporting
16918,874,Supporting
16918,6241,Supporting
16918,16989,Supporting
16918,20,Supporting
16918,1463,Supporting
16918,51843,Producer
16918,10801,Director
16918,34425,Episode Director
16918,25613,Episode Director
3731,81,Main
3731,183,Main
3731,516,Supporting
3731,82,Supporting
3731,431,Supporting
3731,272,Supporting
3731,105,Supporting
3731,96,Supporting
3731,106,Supporting
3731,1127,Supporting
3731,6617,Director
3731,30337,Sound Director
3731,15107,Episode Director
3731,15249,Episode Director
30016,24875,Main
30016,41187,Main
30016,167,Main
30016,1,Main
30016,41186,Main
30016,723,Supporting
30016,30,Supporting
30016,591,Supporting
30016,41421,Supporting
30016,600,Supporting
30016,5152,Director
30016,254,Script
30016,1,Theme Song Performance
30016,167,Theme Song Performance
38668,133,Main
38668,34,Main
38668,33795,Main
38668,5626,Main
38668,39149,Main
38668,262,Main
38668,15477,Main
38668,1762,Supporting
38668,1527,Supporting
38668,20016,Director
38668,35673,Sound Director
38668,42050,Theme Song Performance
38668,3024,Original Creator
22101,17101,Main
22101,110,Main
22101,2,Supporting
22101,79,Supporting
22101,655,Supporting
22101,904,Supporting
22101,299,Supporting
22101,6397,Supporting
22101,598,Supporting
22101,629,Supporting
22101,7502,Director
22101,46103,Episode Director
22101,17101,Theme Song Performance
22101,671,Inserted Song Performance
32828,31391,Main
32828,869,Main
32828,513,Main
32828,1,Supporting
32828,890,Supporting
32828,10765,Supporting
32828,41572,Supporting
32828,41573,Supporting
32828,41571,Supporting
32828,124,Supporting
32828,52818,Producer
32828,28891,Director
32828,6080,Sound Director
32828,50397,Storyboard
35838,11297,Main
35838,17209,Main
35838,185,Supporting
35838,9,Supporting
35838,672,Supporting
35838,17,Supporting
35838,33185,Director
35838,8074,Sound Director
35838,42078,Episode Director
35838,15641,Script
6512,348,Main
6512,186,Main
6512,885,Main
6512,896,Supporting
6512,890,Supporting
6512,890,Supporting
6512,34,Supporting
6512,100,Supporting
6512,86,Supporting
6512,241,Supporting
6512,38029,Producer
6512,6726,Director
6512,35787,Sound Director
6512,896,Episode Director
21939,216,Main
21939,58,Supporting
21939,155,Supporting
21939,21011,Supporting
21939,1764,Supporting
21939,31205,Supporting
21939,7263,Supporting
21939,17629,Supporting
21939,1469,Supporting
21939,5142,Supporting
21939,4346,Director
21939,6080,Sound Director
21939,10569,Episode Director
21939,52327,Episode Director
14131,17009,Main
14131,885,Main
14131,9593,Main
14131,17007,Main
14131,10765,Main
14131,18445,Supporting
14131,8555,Supporting
14131,413,Supporting
14131,11640,Supporting
14131,60,Supporting
14131,9552,Director
14131,6016,Sound Director
14131,25741,Episode Director
14131,34547,Episode Director
33253,65,Main
33253,337,Supporting
33253,5626,Supporting
33253,10071,Supporting
33253,86,Supporting
33253,79,Supporting
33253,5356,Supporting
33253,183,Supporting
33253,19834,Supporting
33253,283,Supporting
33253,35471,Director
33253,11475,Director
33253,6016,Sound Director
33253,49049,Episode Director
35076,270,Main
35076,39133,Main
35076,9876,Main
35076,34209,Main
35076,869,Main
35076,11622,Main
35076,7263,Main
35076,7695,Main
35076,295,Main
35076,97,Main
35076,10141,Director
35076,39686,Sound Director
35076,30381,Episode Director
35076,48097,Episode Director
2924,549,Main
2924,548,Main
2924,198,Main
2924,356,Main
2924,663,Main
2924,839,Supporting
2924,408,Supporting
2924,371,Supporting
2924,5281,Supporting
2924,220,Supporting
2924,25573,Producer
2924,6753,Director
2924,7194,Sound Director
2924,11406,Episode Director
7592,86,Main
7592,28,Main
7592,487,Main
7592,4,Main
7592,68,Supporting
7592,79,Supporting
7592,97,Supporting
7592,884,Supporting
7592,2,Supporting
7592,1052,Supporting
7592,6837,Director
7592,936,Sound Director
7592,19333,Episode Director
7592,10428,Episode Director
35413,8555,Main
35413,26705,Main
35413,18511,Main
35413,12490,Main
35413,245,Main
35413,9973,Supporting
35413,556,Supporting
35413,21155,Supporting
35413,97,Supporting
35413,156,Supporting
35413,6753,Director
35413,37045,Sound Director
35413,13997,Theme Song Performance
35413,8810,Theme Song Performance
486,647,Main
486,5573,Main
486,11276,Supporting
486,21,Supporting
486,337,Supporting
486,6686,Supporting
486,10192,Supporting
486,1019,Supporting
486,5359,Director
486,7194,Sound Director
486,22687,Episode Director
486,8714,Script
28735,17,Main
28735,11,Main
28735,1,Supporting
28735,34,Supporting
28735,14,Supporting
28735,7555,Supporting
28735,68,Supporting
28735,129,Supporting
28735,18,Supporting
28735,42118,Supporting
28735,16583,Director
28735,427,Sound Director
28735,49153,Episode Director
28735,52327,Episode Director
38759,36812,Main
38759,95,Main
38759,13639,Supporting
38759,413,Supporting
38759,11622,Supporting
38759,10094,Supporting
38759,47717,Director
38759,37045,Sound Director
38759,36760,Script
38759,13639,Theme Song Performance
37497,10217,Main
37497,38659,Main
37497,37562,Main
37497,47097,Supporting
37497,11184,Supporting
37497,15919,Supporting
37497,48166,Supporting
37497,6,Supporting
37497,760,Supporting
37497,92,Supporting
37497,5979,Director
37497,35729,Sound Director
37497,37429,Episode Director
37497,9464,Episode Director
185,22,Main
185,357,Supporting
185,160,Supporting
185,1,Supporting
185,399,Supporting
185,131,Supporting
185,63,Supporting
185,176,Supporting
185,257,Supporting
185,13,Supporting
185,37701,Director
185,16749,Sound Director
185,29161,Episode Director
185,9541,Episode Director
10588,87,Main
10588,82,Main
10588,28,Main
10588,178,Main
10588,8,Main
10588,1,Main
10588,70,Main
10588,67,Main
10588,394,Supporting
10588,239,Supporting
10588,6909,Director
10588,35787,Sound Director
10588,10377,Episode Director
10588,39389,Episode Director
38555,13639,Main
38555,14879,Main
38555,735,Main
38555,11817,Main
38555,167,Supporting
38555,11297,Supporting
38555,869,Supporting
38555,47918,Supporting
38555,36812,Supporting
38555,12017,Supporting
38555,42520,Director
38555,8834,Sound Director
38555,14879,Theme Song Performance
38555,7516,Theme Song Performance
37435,47097,Main
37435,47364,Main
37435,14441,Supporting
37435,88,Supporting
37435,118,Supporting
37435,65,Supporting
37435,186,Supporting
37435,14879,Supporting
37435,11,Supporting
37435,146,Supporting
37435,2009,Director
37435,42313,Director
37435,9133,Episode Director
37435,47898,Script
33028,287,Main
33028,185,Main
33028,144,Main
33028,24,Main
33028,24,Main
33028,144,Main
33028,31,Main
33028,287,Supporting
33028,6909,Director
33028,42541,Director
33028,287,Theme Song Performance
33028,14637,Theme Song Composition
10521,504,Main
10521,111,Main
10521,817,Main
10521,212,Main
10521,118,Main
10521,86,Main
10521,413,Main
10521,248,Main
10521,7263,Supporting
10521,93,Supporting
10521,51843,Producer
10521,8538,Director
10521,7194,Sound Director
10521,42034,Episode Director
35639,10929,Main
35639,37014,Main
35639,42747,Main
35639,37495,Main
35639,12705,Main
35639,41096,Supporting
35639,33795,Supporting
35639,25167,Supporting
35639,38438,Supporting
35639,41187,Supporting
35639,45356,Director
35639,8074,Sound Director
35639,48068,Episode Director
35639,14013,Script
31952,27395,Main
31952,26705,Main
31952,14441,Main
31952,10571,Main
31952,11184,Supporting
31952,34525,Supporting
31952,11361,Supporting
31952,81,Supporting
31952,11510,Supporting
31952,25437,Supporting
31952,10140,Director
31952,6549,Sound Director
31952,14439,Script
31952,81,Theme Song Performance
